last_name, first_name,player_id,year,wobacon,oz_swing_percent,whiff_percent,swing_percent,f_strike_percent,class
Garver, Mitch,641598,2019,0.501,17.4,24,35,56.3,A
Hampson, Garrett,641658,2019,0.369,20.5,22.9,40.5,56.6,A
Locastro, Tim,641796,2019,0.311,35.1,20.8,45.1,59.6,F
Mancini III, Trey,641820,2019,0.44,32,26.9,48.1,63.1,G
McKinney, Billy,641856,2019,0.363,27,26.1,46.4,65.2,D
McMahon, Ryan,641857,2019,0.431,26.5,32.4,49.6,62.8,C
O'Neill, Tyler,641933,2019,0.45,35.7,41.4,51.1,64.2,G
Sisco, Chance,642082,2019,0.391,22,29.5,43.4,58.6,C
Smith, Dominic,642086,2019,0.442,31.2,25.8,49,54.8,G
Tellez, Rowdy,642133,2019,0.397,37.2,31.3,49.1,60.8,G
Thaiss, Matt,642136,2019,0.399,16.7,33,45.1,60.4,C
VanMeter, Josh,642165,2019,0.351,22,22.4,39.8,57.7,B
Wade, Tyler,642180,2019,0.361,28.6,25.5,48.5,64.8,H
Mejia, Francisco,642336,2019,0.385,46,25.6,56.7,65.2,G
Rosario, Amed,642708,2019,0.374,36,24.1,52,62.3,E
Adames, Willy,642715,2019,0.391,24.7,27.1,47,63,C
Benintendi, Andrew,643217,2019,0.385,29.7,25.2,51.4,61.8,G
Cooper, Garrett,643265,2019,0.422,34.6,23.4,48.4,65.1,E
Dubon, Mauricio,643289,2019,0.363,43.3,20.6,56.9,65.8,F
Jansen, Danny,643376,2019,0.302,25.5,20.4,47.1,65.9,B
Kemp, Tony,643393,2019,0.295,27.3,19,46.6,65.5,B
Kiner-Falefa, Isiah,643396,2019,0.309,28.7,18.6,43,63.1,F
Long Jr., Shed,643418,2019,0.401,24.6,27.1,45.2,64.9,C
McNeil, Jeff,643446,2019,0.411,38.1,19.9,60.1,64.6,E
Tauchman, Mike,643565,2019,0.439,19.5,21.6,43.2,59.5,A
White, Tyler,643603,2019,0.312,23.6,23.6,41.4,56.6,B
Albies, Ozzie,645277,2019,0.395,34.5,22.9,55.6,64.4,E
Robles, Victor,645302,2019,0.371,30.1,23,49.9,62.3,E
Ford, Mike,645801,2019,0.413,20.9,22.1,40,60.2,A
Devers, Rafael,646240,2019,0.435,37.3,24,55,61.7,E
Naylor, Josh,647304,2019,0.361,31.4,22.1,44.8,59,F
Diaz, Aledmys,649557,2019,0.341,24.9,19.6,45.2,57.5,B
Urias, Luis,649966,2019,0.311,24.2,23.6,42.3,60.2,B
Arraez, Luis,650333,2019,0.356,24.3,7.8,42.2,55.2,B
Jimenez, Eloy,650391,2019,0.445,33.7,32.8,49.9,66.9,G
Torres, Gleyber,650402,2019,0.43,31.3,28,51.8,61.3,G
Castro, Willi,650489,2019,0.355,39.8,30.6,54,60.9,H
Diaz, Yandy,650490,2019,0.376,22.1,22.3,44.9,60.7,A
Viloria, Meibrys,650619,2019,0.299,24.3,28.6,44.8,60.8,D
Rengifo, Luis,650859,2019,0.336,24.3,24.8,44.5,56.4,B
Allen, Greg,656185,2019,0.31,30.9,24.1,49.6,60.5,F
Chapman, Matt,656305,2019,0.408,22.7,23.7,42,57.5,A
Chavis, Michael,656308,2019,0.454,32.5,38.4,51.6,61.5,G
Diaz, Isan,656371,2019,0.292,24.2,28.1,37.8,55.7,D
Haseley, Adam,656514,2019,0.38,30.4,28.7,49.9,65.3,G
Hoskins, Rhys,656555,2019,0.392,22.1,23.2,39.2,54.2,A
Luplow, Jordan,656669,2019,0.46,17.7,26.6,44.7,56.7,C
O'Hearn, Ryan,656811,2019,0.328,28,26.1,45.3,56.4,D
Schwarber, Kyle,656941,2019,0.442,23.9,27.9,43.3,55.8,C
Tucker, Cole,657061,2019,0.323,27.1,25.4,48.7,58.9,D
Verdugo, Alex,657077,2019,0.365,28.9,16,44.6,59.3,F
DeJong, Paul,657557,2019,0.368,28.1,24.2,48.8,61.7,A
Laureano, Ramon,657656,2019,0.453,29.8,28.3,48.8,64.4,G
Moncada, Yoan,660162,2019,0.505,29.2,31,47.5,64.6,G
Ohtani, Shohei,660271,2019,0.45,30.4,27.4,49.3,58.5,G
Acuna Jr., Ronald,660670,2019,0.467,24,27.7,45.5,61.5,C
Riley, Austin,663586,2019,0.462,37.6,38.7,56.3,62,G
Grisham, Trent,663757,2019,0.371,21.7,22.7,38.5,55.7,A
Lowe, Nathaniel,663993,2019,0.433,25.1,27.2,44.7,55,C
Happ, Ian,664023,2019,0.461,30,30.4,51.9,61.5,G
France, Ty,664034,2019,0.355,27,24,48.9,65.2,B
Lowe, Brandon,664040,2019,0.516,30.9,37.7,54.2,63.6,G
Bader, Harrison,664056,2019,0.351,24.2,26.6,41.4,61.1,D
Fletcher, David,664058,2019,0.319,22.5,9.7,36.3,55.8,B
Kingery, Scott,664068,2019,0.439,31.2,31.8,50.6,63.7,G
Moore, Dylan,664238,2019,0.391,24.4,28.1,44.4,59.9,C
Straw, Myles,664702,2019,0.332,16.8,12.3,36,56.3,B
Tatis Jr., Fernando,665487,2019,0.547,29.9,35.2,47.7,60.6,G
Guerrero Jr., Vladimir,665489,2019,0.363,29,24.5,46.8,64.2,F
Soto, Juan,665742,2019,0.442,20.3,24,40.8,55.7,A
Bichette, Bo,666182,2019,0.483,36.7,24.5,53.3,65.1,E
Gurriel Jr., Lourdes,666971,2019,0.454,35.5,32.6,50.9,65,G
Rogers, Jake,668670,2019,0.287,26.7,31.5,43.1,60.9,D
Reynolds, Bryan,668804,2019,0.446,28.1,26.3,48,60.8,C
Rojas, Josh,668942,2019,0.316,22.4,28.8,43.4,58.6,D
Senzel, Nick,669222,2019,0.385,28,23.7,49.3,62.3,A
Edman, Tommy,669242,2019,0.409,29.5,18.7,47.9,62.5,E
Solak, Nick,669256,2019,0.433,21.9,22.4,42.2,59,A
Smith, Will,669257,2019,0.467,23,24.9,42.6,61.5,C
Hiura, Keston,669374,2019,0.54,31.8,36.2,51.3,62.8,G
Lopez, Nicky,670032,2019,0.275,27.2,15.1,49.6,62.7,B
Alvarez, Yordan,670541,2019,0.557,28.7,25.1,43.2,54,G
Brosseau, Mike,670712,2019,0.432,37.8,25.3,52.6,58.5,G
Pujols, Albert,405395,2020,0.308,35.7,22.2,49.2,54.3,F
Cabrera, Miguel,408234,2020,0.37,29.9,31.6,47.7,60.4,G
Choo, Shin-Soo,425783,2020,0.373,20.4,32.4,40.2,54,C
Molina, Yadier,425877,2020,0.309,39.7,23.8,55.1,66,F
Cano, Robinson,429664,2020,0.418,42,19.8,57.5,64.6,E
Encarnacion, Edwin,429665,2020,0.328,29.9,32.6,45.8,59.7,H
Kendrick III, Howie,435062,2020,0.338,35.7,20.7,50.3,63.3,F
Suzuki, Kurt,435559,2020,0.332,27.8,16.9,48.8,66.7,B
Cruz Jr., Nelson,443558,2020,0.544,30.8,34.2,47.6,56.4,G
Peralta, David,444482,2020,0.397,26.6,21.1,46.6,62.4,A
Longoria, Evan,446334,2020,0.351,28,21,45,58.4,B
Fowler, Dexter,451594,2020,0.381,22.5,31.7,45.5,58.4,C
Cabrera, Asdrubal,452678,2020,0.355,28.4,20.5,46.1,56.3,B
Blackmon, Charlie,453568,2020,0.388,29.8,23.3,50.2,66,E
Frazier, Todd,453943,2020,0.356,28.5,26.9,43.6,58.7,H
Maldonado, Martin,455117,2020,0.4,23.9,29.1,42.6,66.7,C
Markakis, Nick,455976,2020,0.332,22.9,12.7,42.9,53.2,B
Solano, Donovan,456781,2020,0.421,36.2,22,51.9,69,E
McCutchen, Andrew,457705,2020,0.369,21.4,22,40.6,55.2,A
Upton, Justin,457708,2020,0.363,22.2,29.9,43.7,58.4,D
Maybin, Cameron,457727,2020,0.366,21,31.3,45,57.4,D
Turner, Justin,457759,2020,0.391,19,20.5,42.9,53.1,A
Bruce, Jay,457803,2020,0.363,27.7,28.8,53.8,60.2,D
Votto, Joey,458015,2020,0.363,17.3,22.5,36.2,57,B
Gardner, Brett,458731,2020,0.349,16.6,24.2,37.4,53.8,B
Joyce, Matt,459964,2020,0.366,25.6,32.7,43.7,57.4,D
Braun, Ryan,460075,2020,0.373,40,28.8,52.4,63.8,G
Gordon, Alex,460086,2020,0.284,24,22.5,47.2,56,B
Kemp, Matt,461314,2020,0.426,28.7,36.3,43.9,56.8,G
Andrus, Elvis,462101,2020,0.258,26,19.5,46.1,66.7,B
Ramos, Wilson,467092,2020,0.336,32.2,25.9,54.8,59.4,H
Santana, Carlos,467793,2020,0.289,16.6,20.6,36.3,52.4,B
Belt, Brandon,474832,2020,0.493,19.4,23.3,43.1,59.6,A
Smoak, Justin,475253,2020,0.34,22.6,31.4,43.1,58.3,D
Brantley Jr., Michael,488726,2020,0.393,20,16.3,39.9,58.8,A
Gurriel, Yuli,493329,2020,0.29,34.4,15.6,48.8,65.7,F
Rojas, Miguel,500743,2020,0.394,22.8,17.3,39.1,59.4,A
Escobar, Eduardo,500871,2020,0.286,35.2,21.6,51.4,64.3,F
Adrianza, Ehire,501303,2020,0.265,24.4,18,46.6,56.4,B
Pham, Tommy,502054,2020,0.296,20.3,27.2,38.3,60.8,D
Martinez, J.D.,502110,2020,0.345,30.8,28.1,51.9,62,H
Reddick, Josh,502210,2020,0.337,25.7,22.6,46.5,61.9,B
Murphy, Daniel,502517,2020,0.291,32,14.2,53.4,60,F
Goldschmidt, Paul,502671,2020,0.419,22.5,23.7,40.6,55.8,A
Gonzalez, Marwin,503556,2020,0.287,26.8,23.5,43,55.3,B
Altuve, Jose,514888,2020,0.299,35.3,20.2,50,67.1,F
Hernandez, Cesar,514917,2020,0.39,22.9,19.6,43.6,61.7,A
Segura, Jean,516416,2020,0.38,31.5,22.1,46.8,64.7,E
Marte, Starling,516782,2020,0.366,34.9,25.2,52.7,67.5,H
d'Arnaud, Travis,518595,2020,0.513,31.5,30.9,50.3,67.9,G
Donaldson, Josh,518626,2020,0.4,21.3,34.5,39.4,50.5,C
Freeman, Freddie,518692,2020,0.495,25.8,20.1,48.2,55.6,A
Grandal, Yasmani,518735,2020,0.418,20.1,30.7,34.1,50,C
Heyward, Jason,518792,2020,0.397,18.5,23.4,37,48.9,A
LeMahieu, DJ,518934,2020,0.449,24,11.2,44.1,65.3,A
Moreland, Mitch,519048,2020,0.442,24.8,31.3,46.7,58.3,C
Moustakas, Mike,519058,2020,0.383,29.5,24.4,47.9,59.5,E
Rizzo, Anthony,519203,2020,0.323,31.7,19.3,42.5,55.4,F
Romine, Austin,519222,2020,0.373,36.6,29.9,53.5,60,G
Sogard, Eric,519299,2020,0.251,22.3,8.9,38.1,66.4,B
Thames, Eric,519346,2020,0.335,31.7,29.2,48.4,67.1,H
Galvis, Freddy,520471,2020,0.332,26.7,26.5,45.1,54.1,D
Perez, Salvador,521692,2020,0.526,43.5,26.9,58.8,65.4,G
Flores, Wilmer,527038,2020,0.396,29.8,17.8,48,55.4,E
Garcia, Avisail,541645,2020,0.331,34.4,34.7,54.6,64.4,H
Inciarte, Ender,542255,2020,0.235,27.5,23.6,48.1,63.4,B
Ozuna, Marcell,542303,2020,0.548,28.2,31.4,46.3,55.6,C
Villar, Jonathan,542340,2020,0.315,33.6,32,51.6,66,H
Aguilar, Jesus,542583,2020,0.383,31.9,22.3,47.3,55.1,E
Berti, Jon,542932,2020,0.373,16.2,19.5,35,63.8,A
Crawford, Brandon,543063,2020,0.408,31.7,31.5,54.6,65.1,G
Dickerson, Alex,543105,2020,0.45,31.5,23.3,50.2,51.2,E
Gomes, Yan,543228,2020,0.384,33.2,22.4,49.6,69.7,E
Grossman, Robbie,543257,2020,0.388,21.7,18.4,43.4,54.2,A
Hicks, Aaron,543305,2020,0.344,15.4,27.9,39.4,51.4,D
Hosmer, Eric,543333,2020,0.412,34.7,20.2,50.4,64.1,E
Kipnis, Jason,543401,2020,0.409,23.3,26.2,40,53.3,C
McCann, James,543510,2020,0.485,27.3,29.2,47,59.5,C
Miller, Brad,543543,2020,0.416,23.8,35.7,39.7,60,C
Nola, Austin,543592,2020,0.391,16.3,20.1,40.4,60.9,A
Rendon, Anthony,543685,2020,0.393,16.7,14.7,40.5,61.3,A
Semien, Marcus,543760,2020,0.329,18.7,23.3,44.1,62.7,B
Shaw, Travis,543768,2020,0.391,24.7,29.1,47,59.4,C
Springer III, George,543807,2020,0.412,23.6,25.3,47.7,59,C
Vazquez, Christian,543877,2020,0.416,31.3,22.9,47.6,59.3,E
Wong, Kolten,543939,2020,0.304,24.4,15.8,43.9,57,B
Gregorius, Didi,544369,2020,0.369,33.2,18.8,53.5,62.4,E
Grichuk, Randal,545341,2020,0.405,33.9,23.1,51.7,63.2,E
Stassi, Max,545358,2020,0.423,23.5,26.5,47,66.7,C
Trout, Mike,545361,2020,0.494,14.6,19.5,36.7,61.9,A
Ruiz, Rio,547004,2020,0.357,28.3,27.3,52,60.6,D
Wolters, Tony,547172,2020,0.31,27.2,27.4,43.4,51.4,D
Harper, Bryce,547180,2020,0.428,28.3,28.6,45.9,59.8,C
Perez, Roberto,547379,2020,0.27,16.4,29.4,36.4,52.7,D
Abreu, Jose,547989,2020,0.512,32.3,30.1,48.5,59.4,G
Narvaez, Omar,553882,2020,0.295,33,29.5,49,53.2,H
Suarez, Eugenio,553993,2020,0.414,23.9,31.7,41.7,62.3,C
Polanco, Gregory,570256,2020,0.326,34.6,42.8,51.4,63.2,H
Gonzalez, Erik,570481,2020,0.337,35.2,32,53.4,62.7,H
Urshela, Gio,570482,2020,0.386,27.7,20.3,48.2,60.3,A
Schoop, Jonathan,570731,2020,0.41,38.2,27.8,56.6,58.8,G
Arenado, Nolan,571448,2020,0.317,32.4,17.9,48.1,59.5,F
Barnhart, Tucker,571466,2020,0.346,23.6,24.2,43.6,56.4,B
Goodwin, Brian,571718,2020,0.411,19.8,33.7,40,57.3,C
Hernandez, Enrique,571771,2020,0.342,30,24.5,50,54.7,F
Holt, Brock,571788,2020,0.275,22.6,19.7,41.8,56.6,B
Muncy, Max,571970,2020,0.338,15.9,26.8,36.6,54.9,D
Myers, Wil,571976,2020,0.515,25.1,25.9,42.6,60.6,C
Naquin, Tyler,571980,2020,0.353,35.7,30.8,57.2,61,H
Piscotty, Stephen,572039,2020,0.368,42.8,33.4,59,69,G
Pollock, AJ,572041,2020,0.447,29.9,24.4,47.7,68.1,E
Seager, Kyle,572122,2020,0.326,20.6,20.4,40.3,54.5,B
Voit III, Luke,572228,2020,0.487,27.5,27.6,52.1,65.8,C
Walker, Christian,572233,2020,0.391,29.9,27.1,51.8,60.5,G
Carpenter, Matt,572761,2020,0.32,20.3,33.1,39.4,60.1,D
Dickerson, Corey,572816,2020,0.341,33.2,25.7,53.4,59.5,H
Ruf, Darin,573131,2020,0.45,21.4,26.4,41.5,59,C
Yastrzemski, Mike,573262,2020,0.503,19.7,24.7,39.1,60.7,A
Contreras, Willson,575929,2020,0.387,31.3,33.6,47.9,63.6,G
Gyorko, Jedd,576397,2020,0.451,25.9,31.8,42.2,59,C
Iglesias, Jose,578428,2020,0.445,34.4,14.5,48.5,59.3,E
Bryant, Kris,592178,2020,0.337,23.8,29.5,47.5,57.8,D
Canha, Mark,592192,2020,0.37,19.2,24,38,56.8,A
Castellanos, Nick,592206,2020,0.426,35.8,34.2,51.8,61.8,G
DeShields, Delino,592261,2020,0.336,23.8,28.3,45.8,59.2,D
Gamel, Ben,592325,2020,0.409,25.1,28.6,42.3,58.3,C
Goodrum, Niko,592348,2020,0.372,26.1,38.6,44.5,59.2,C
Jones, JaCoby,592444,2020,0.494,26.3,33.3,41.3,59.3,C
Judge, Aaron,592450,2020,0.491,23.3,33.5,42.9,55.3,C
Machado, Manny,592518,2020,0.432,23.9,21.7,46.7,64,A
Marmolejos, Jose,592530,2020,0.366,29.4,33,44.4,60,H
Moran, Colin,592567,2020,0.42,35.6,28,49.9,55,G
Pederson, Joc,592626,2020,0.338,28.3,30.9,47.1,61.6,D
Realmuto, J.T.,592663,2020,0.438,25.2,29.8,45.3,56.9,C
Renfroe, Hunter,592669,2020,0.318,26.9,32.1,41.6,66.9,D
Rosario, Eddie,592696,2020,0.362,39.6,22.6,51.9,58.1,F
Simmons, Andrelton,592743,2020,0.327,28,16.2,47.1,66.9,B
Yelich, Christian,592885,2020,0.423,17.8,33.6,34.6,50.6,C
Merrifield, Whit,593160,2020,0.351,28,16.1,49.3,60.4,B
Bogaerts, Xander,593428,2020,0.422,23.7,23,43.6,58.9,A
Alberto, Hanser,593643,2020,0.332,52.3,16.7,62.9,64.1,F
Polanco, Jorge,593871,2020,0.314,23.2,16.8,43.7,55.8,B
Sano, Miguel,593934,2020,0.542,28,42.6,47.3,59.5,C
Calhoun, Kole,594777,2020,0.408,21.6,32.7,46.8,53.1,C
Duvall, Adam,594807,2020,0.439,32.7,27.1,49,65.1,G
Eaton, Adam,594809,2020,0.321,33.8,16.3,50.7,60.8,F
Gosselin, Phil,594838,2020,0.39,24.6,24.7,40.7,56.9,A
Kiermaier, Kevin,595281,2020,0.35,24.1,30.1,46.9,56,D
Alfaro, Jorge,595751,2020,0.395,44.3,41.7,60.2,59.6,G
Profar, Jurickson,595777,2020,0.35,28.8,20.1,47.1,61.9,F
Baez, Javier,595879,2020,0.351,38.7,37.8,53.2,62.6,H
Cave, Jake,595909,2020,0.418,31.3,39.6,47.6,52,G
Lindor, Francisco,596019,2020,0.341,30,20.3,48.9,57.1,F
Odor, Rougned,596059,2020,0.351,33.7,25.7,50.5,66.9,H
Slater, Austin,596103,2020,0.445,20.5,25.3,41.3,69.2,C
Story, Trevor,596115,2020,0.462,28.2,25.7,45.8,54.1,C
Vogelbach, Daniel,596129,2020,0.352,16,22.2,33.7,60,B
Sanchez, Gary,596142,2020,0.355,29.2,34,43.7,56.7,H
Kepler, Max,596146,2020,0.349,24.2,21.2,44.8,61.2,B
Quinn, Roman,596451,2020,0.351,27.1,28.4,52,57.8,D
Franco, Maikel,596748,2020,0.366,32.8,24.6,49.9,60.3,F
Choi, Ji Man,596847,2020,0.367,22.3,31.7,44.5,61.8,D
Bradley Jr., Jackie,598265,2020,0.411,23.8,25.9,45.3,55.6,C
La Stella, Tommy,600303,2020,0.324,21.3,11.2,38.1,57.5,B
Severino, Pedro,600474,2020,0.36,29.5,28.2,45.9,52.8,H
Nunez, Renato,600524,2020,0.461,39.8,30.1,52.1,67.1,G
Candelario, Jeimer,600869,2020,0.457,26.1,27.6,45,61.2,C
Ahmed, Nick,605113,2020,0.369,30.3,27.4,48.2,59,G
Anderson, Brian,605119,2020,0.446,29.6,34.4,49.1,64,G
Barnes, Austin,605131,2020,0.329,16.2,24.9,45.4,53.8,D
Bell, Josh,605137,2020,0.348,26.9,33.6,45.9,50.2,D
Betts, Mookie,605141,2020,0.428,23.2,13.8,40.5,68.7,A
Caratini, Victor,605170,2020,0.333,20.8,23.6,39.9,58.3,B
Davis, J.D.,605204,2020,0.38,23.2,29.3,44.9,66.2,C
Panik, Joe,605412,2020,0.291,18.4,18,39.4,55.3,B
Arcia, Orlando,606115,2020,0.348,28.1,23.1,46.8,59.8,B
Tapia, Raimel,606132,2020,0.385,30.7,18.7,51.1,57.3,E
Hernandez, Teoscar,606192,2020,0.536,30.9,34.9,46.4,63.8,G
Peraza, Jose,606299,2020,0.284,40.8,21.5,55.3,70,F
Marte, Ketel,606466,2020,0.33,27.9,14.1,45,60,B
Nimmo, Brandon,607043,2020,0.416,17.3,21.6,41.6,61.3,A
Turner, Trea,607208,2020,0.452,27.2,19.6,46.9,64.5,A
Pillar, Kevin,607680,2020,0.394,36.8,25.3,51.9,58.6,G
Stallings, Jacob,607732,2020,0.385,20.5,25.8,38.8,58,C
Ramirez, Jose,608070,2020,0.46,22.7,16.6,41.4,52.4,A
Bregman, Alex,608324,2020,0.345,18,14.7,36.1,50.3,B
Gallo, Joey,608336,2020,0.392,19.1,37.4,43.6,55.4,C
Kelly, Carson,608348,2020,0.334,23.7,26.8,45.7,57.4,D
Seager, Corey,608369,2020,0.445,30.3,25.8,55.6,63.4,G
Winker, Jesse,608385,2020,0.473,19.4,28.9,40.2,57.4,C
Mazara, Nomar,608577,2020,0.332,33.5,28.5,46.5,65.8,H
Mondesi, Adalberto,609275,2020,0.416,35,39.8,54.5,61.8,G
Reyes, Franmil,614177,2020,0.44,27.5,38.5,46,58.5,C
Lopes, Tim,621005,2020,0.335,33.3,29.4,54.1,62.3,H
Swanson, Dansby,621020,2020,0.441,24,31.6,47.2,58,C
Newman, Kevin,621028,2020,0.246,28,14.6,43.5,64.5,B
Taylor, Chris,621035,2020,0.445,17.3,32.5,44.9,59.8,C
Correa, Carlos,621043,2020,0.362,31.8,24.4,47.1,60,F
Buxton, Byron,621439,2020,0.463,48.9,28.9,64.1,70.4,G
Brinson, Lewis,621446,2020,0.35,36.1,30.8,52.2,67,H
Stewart, DJ,621466,2020,0.468,24.2,35.8,48.6,63.4,C
Ward, Taylor,621493,2020,0.4,23.9,23.4,44.8,58.8,A
Wendle, Joey,621563,2020,0.383,36.5,18.7,50.1,63.9,E
Olson, Matt,621566,2020,0.403,20,34.8,42.7,53.5,C
Margot, Manuel,622534,2020,0.32,31.7,23.1,47.5,64.2,F
Camargo, Johan,622666,2020,0.334,30.1,33.9,48.4,53.5,H
Reyes, Victor,622682,2020,0.367,41.5,26.4,54.2,61.5,H
Bote, David,623520,2020,0.366,21.7,27.8,39.1,57.9,D
Santander, Anthony,623993,2020,0.411,37.1,25.6,52.5,60.7,G
Alonso, Pete,624413,2020,0.419,30.5,30.4,46.1,61.2,G
Biggio, Cavan,624415,2020,0.396,13.7,23,36.3,49.8,A
Conforto, Michael,624424,2020,0.493,25.2,26,44.2,60.5,C
Frazier, Adam,624428,2020,0.302,24.7,16.4,46.2,57.8,B
Soler, Jorge,624585,2020,0.462,23.4,37.2,38.2,55.7,C
Cronenworth, Jake,630105,2020,0.385,19,16.7,39.8,64.1,A
Frazier, Clint,640449,2020,0.483,14.4,31.7,35.3,55.6,C
Meadows, Austin,640457,2020,0.378,26.9,31.4,46.1,64.5,C
Anderson, Tim,641313,2020,0.47,39.3,30.9,55.2,63.3,G
Bellinger, Cody,641355,2020,0.361,27.9,23.3,47.6,55,B
Calhoun, Willie,641432,2020,0.226,22.4,14.7,43.9,56.5,B
Crawford, J.P.,641487,2020,0.311,22.9,18.2,41.1,53,B
Dozier, Hunter,641531,2020,0.374,24.4,30.9,41.9,56.5,C
Hampson, Garrett,641658,2020,0.401,21.8,29,43.3,63.6,C
Lewis, Kyle,641786,2020,0.444,24.6,36.3,43.2,60.7,C
McMahon, Ryan,641857,2020,0.424,27.2,31.4,47.3,58,C
O'Neill, Tyler,641933,2020,0.316,25.1,33.9,45.5,65,D
Sisco, Chance,642082,2020,0.427,21.2,37.2,43.7,58.7,C
Smith, Dominic,642086,2020,0.508,33.8,26,51.9,54.3,G
Tellez, Rowdy,642133,2020,0.408,34.2,23.4,50.3,63.8,E
Valaika, Pat,642162,2020,0.417,33.8,29.4,50.2,54.7,G
Wade, Tyler,642180,2020,0.263,22.7,18.3,44.4,61,B
Rosario, Amed,642708,2020,0.348,36.8,24.4,51.6,63.9,F
Adames, Willy,642715,2020,0.515,26.3,38.7,46.2,62.4,C
Cooper, Garrett,643265,2020,0.443,27.5,22.2,40.4,55.6,A
Dubon, Mauricio,643289,2020,0.361,33.6,23.9,54.7,63.8,F
Jansen, Danny,643376,2020,0.301,19.9,24.9,44.3,55.8,D
Kemp, Tony,643393,2020,0.273,18.9,13.4,43.9,63.2,B
Kiner-Falefa, Isiah,643396,2020,0.327,27.4,15.8,47.4,61,B
Long Jr., Shed,643418,2020,0.284,28.3,34.7,44.6,51.6,D
McNeil, Jeff,643446,2020,0.368,32.4,17.5,57,65.1,E
Tauchman, Mike,643565,2020,0.32,21,28.9,45,54.1,D
Albies, Ozzie,645277,2020,0.416,33.8,24.8,58.1,64.5,E
Robles, Victor,645302,2020,0.328,29.2,27.1,50.3,67.7,H
Devers, Rafael,646240,2020,0.438,38.6,31.5,55,64.9,G
Naylor, Josh,647304,2020,0.283,27.7,15.6,48.9,62.5,B
Urias, Luis,649966,2020,0.325,25.5,22.7,40.8,60.8,B
Arraez, Luis,650333,2020,0.343,24.1,10.1,44.5,57,B
Jimenez, Eloy,650391,2020,0.481,37.8,29.2,54.4,63.7,G
Torres, Gleyber,650402,2020,0.326,20.1,28,42,52.5,D
Castro, Willi,650489,2020,0.528,39.3,30.6,55.1,59.3,G
Diaz, Yandy,650490,2020,0.352,19.6,15.7,35.6,57.2,B
Rengifo, Luis,650859,2020,0.216,24.2,24.1,42.7,63.2,B
Chapman, Matt,656305,2020,0.502,25,36.2,44.9,56.6,C
Chavis, Michael,656308,2020,0.367,32.3,38.3,51.6,59.5,H
Hilliard, Sam,656541,2020,0.445,29.3,38.7,46.7,55.3,G
Hoskins, Rhys,656555,2020,0.434,22.2,26.6,41.5,56.8,C
Mullins II, Cedric,656775,2020,0.391,32.6,21.6,50.8,59.5,E
O'Hearn, Ryan,656811,2020,0.308,22.7,29.9,41.9,49.6,D
Schwarber, Kyle,656941,2020,0.368,27.9,28,42.9,52.5,C
Tucker, Cole,657061,2020,0.295,27.6,30.3,46.3,61.2,D
Verdugo, Alex,657077,2020,0.427,27.8,18.7,42.8,53.2,A
White, Evan,657108,2020,0.399,24.5,38,43.8,63.4,C
DeJong, Paul,657557,2020,0.368,24.5,32.3,48.5,59.8,C
Laureano, Ramon,657656,2020,0.348,23.3,25,40.2,58.1,D
Fuentes, Joshua,658069,2020,0.439,38.6,24.3,55.3,62.1,E
Olivares, Edward,658668,2020,0.347,32.7,24.4,51,67.3,F
Moncada, Yoan,660162,2020,0.394,27.5,30.5,43.1,56.3,C
Ohtani, Shohei,660271,2020,0.344,23.9,32.3,44.8,52.6,D
Tsutsugo, Yoshi,660294,2020,0.357,17.2,23.2,39.7,58.9,B
Acuna Jr., Ronald,660670,2020,0.546,20,29.9,40.5,57.2,C
Varsho, Daulton,662139,2020,0.341,28,30.6,45.8,66.1,D
Hoerner, Nico,663538,2020,0.263,32.5,18,44.6,54.8,F
Riley, Austin,663586,2020,0.369,32.3,30.1,54.2,65.4,G
Madrigal, Nick,663611,2020,0.333,26.1,10.7,44.1,59.6,B
Mountcastle, Ryan,663624,2020,0.452,40.1,29.7,58.8,64.3,G
Tucker, Kyle,663656,2020,0.412,26.3,22.5,50.5,57,A
Bart, Joey,663698,2020,0.392,38.6,34.5,51.7,68.5,G
Grisham, Trent,663757,2020,0.418,18,24.2,38.3,56.3,A
Happ, Ian,664023,2020,0.465,24.2,35.7,43.5,57.6,C
France, Ty,664034,2020,0.444,27,25.1,46.1,57.4,C
Lowe, Brandon,664040,2020,0.48,21.1,35.7,46.9,58,C
Bader, Harrison,664056,2020,0.439,27.9,27.9,42.5,60.8,C
Fletcher, David,664058,2020,0.36,26,8.6,37.2,58.7,B
Kingery, Scott,664068,2020,0.269,31.8,31.5,51.5,60.5,H
Moore, Dylan,664238,2020,0.456,25.4,27,41.8,63.5,C
Bohm, Alec,664761,2020,0.444,25,25.2,47.5,63.9,C
Mendick, Danny,664901,2020,0.341,24.6,25.3,42.3,57.9,D
Walsh, Jared,665120,2020,0.439,33.2,22.8,50.1,53.7,E
Tatis Jr., Fernando,665487,2020,0.479,26.1,28,47,62.3,C
Guerrero Jr., Vladimir,665489,2020,0.366,24.6,24.7,47.9,57.4,B
Soto, Juan,665742,2020,0.531,15.9,21.4,36.2,50.3,A
Taveras, Leody,665750,2020,0.408,30.7,29.8,46.1,68.7,G
Gimenez, Andres,665926,2020,0.363,30.7,25.5,50,65.2,H
Adell, Jo,666176,2020,0.324,34.1,42.1,50.8,65.9,H
Bichette, Bo,666182,2020,0.438,43.4,21.6,57,72.4,E
Carlson, Dylan,666185,2020,0.34,24.5,30.7,41.1,57.1,D
